date,open,high,low,close,volume,oi
04/04/2002,1595.018,1643.54,1583.634,1641.699,13272800,0
04/05/2002,1650.504,1657.094,1628.546,1634.643,13270200,0
04/08/2002,1633.831,1643.676,1631.067,1640.65,7840400,0
04/09/2002,1641.847,1671.863,1640.692,1667.522,18754700,0
04/10/2002,1670.802,1677.938,1663.473,1677.658,14493700,0
04/11/2002,1679.341,1680.298,1649.269,1649.53,11766400,0
04/12/2002,1648.454,1664.415,1648.454,1658.979,11237800,0
04/15/2002,1660.572,1664.524,1638.638,1649.5,10513300,0
04/16/2002,1647.508,1654.744,1635.751,1640.285,7547600,0
04/17/2002,1641.724,1649.433,1630.228,1644.395,9050200,0
04/18/2002,1644.147,1646.252,1626.034,1628.137,9560200,0
04/19/2002,1625.249,1635.529,1603.956,1635.172,10622400,0
04/22/2002,1633.642,1637.185,1619.158,1627.48,6609401,0
04/23/2002,1626.63,1634.863,1621.866,1624.546,6396100,0
04/24/2002,1623.468,1626.385,1609.205,1611.051,6859500,0
04/25/2002,1609.936,1616.763,1603.637,1615.919,5909900,0
04/26/2002,1615.519,1643.153,1615.519,1640.589,9104900,0
04/29/2002,1643.549,1667.159,1640.559,1665.812,12737100,0
04/30/2002,1668.313,1673.75,1657.817,1667.749,11275200,0
05/08/2002,1669.871,1670.917,1651.691,1652.368,5335500,0
05/09/2002,1648.46,1659.252,1646.816,1650.578,6538500,0
05/10/2002,1650.913,1652.288,1636.86,1638.198,6997300,0
05/13/2002,1634.901,1634.916,1618.464,1623.94,6777300,0
05/14/2002,1622.331,1629.881,1613.554,1616.231,6308200,0
05/15/2002,1614.9,1618.14,1597.916,1598.354,7819100,0
05/16/2002,1592.236,1592.237,1546.941,1549.501,10526900,0
05/17/2002,1549.083,1570.149,1540.576,1567.497,8445100,0
05/20/2002,1564.968,1564.982,1529.348,1541.53,6012900,0
05/21/2002,1575.022,1599.113,1564.546,1588.108,12498900,0
05/22/2002,1590.794,1591.034,1563.164,1564.489,7702500,0
05/23/2002,1571.075,1585.742,1568.104,1571.611,9149000,0
05/24/2002,1572.938,1574.134,1544.423,1549.466,6374700,0
05/27/2002,1555.042,1562.633,1545.622,1555.048,4682100,0
05/28/2002,1557.624,1569.411,1557.232,1558.524,4680600,0
05/29/2002,1558.131,1558.145,1520.125,1524.806,6605600,0
05/30/2002,1524.218,1530.773,1506.542,1523.522,6713300,0
05/31/2002,1523.014,1532.034,1513.257,1515.733,4850400,0
06/03/2002,1510.247,1510.259,1480.085,1483.348,6233401,0
06/04/2002,1484.008,1498.051,1474.363,1490.514,5546201,0
06/05/2002,1491.074,1491.074,1460.481,1462,5415900,0
06/06/2002,1458.611,1532.735,1455.305,1521.263,10962100,0
06/07/2002,1522.879,1540.825,1508.43,1529.507,11445400,0
06/10/2002,1529.336,1529.378,1511.257,1517.23,5479400,0
06/11/2002,1515.993,1534.377,1515.746,1530.963,5805300,0
06/12/2002,1531.75,1531.75,1513.919,1524.842,11734300,0
06/13/2002,1524.772,1529.436,1511.219,1511.711,5775801,0
06/14/2002,1508.642,1508.647,1493.244,1494.246,5461500,0
06/17/2002,1489.135,1496.839,1481.246,1496.242,4482200,0
06/18/2002,1496.831,1527.765,1496.805,1524.068,8365200,0
06/19/2002,1523.953,1524.011,1506.432,1507.668,4434300,0
06/20/2002,1511.115,1528.358,1510.528,1516.151,5680500,0
06/21/2002,1517.275,1564.922,1517.255,1562.722,17967800,0
06/24/2002,1704.698,1709.066,1647.498,1707.313,85051896,0
06/25/2002,1718.234,1748.89,1690.613,1706.591,52889904,0
06/26/2002,1698.11,1719.084,1684.913,1712.91,29518700,0
06/27/2002,1714.744,1730.673,1706.14,1723.545,26111900,0
06/28/2002,1724.727,1747.233,1710.999,1732.755,40515800,0
07/01/2002,1736.293,1740.381,1712.772,1713.705,20825400,0
07/02/2002,1707.447,1725.894,1698.832,1724.949,15195000,0
07/03/2002,1727.09,1736.078,1719.622,1730.919,15529100,0
07/04/2002,1731.899,1735.829,1710.288,1713.135,17093600,0
07/05/2002,1709.842,1722.48,1704.187,1722.188,14110100,0
07/08/2002,1723.579,1737.859,1721.124,1732.934,12441400,0
07/09/2002,1733.834,1741.918,1724.391,1729.986,11637700,0
07/10/2002,1728.517,1729.734,1698.829,1701.824,15511800,0
07/11/2002,1698.213,1712.199,1689.223,1696.94,11288600,0
07/12/2002,1696.644,1706.437,1693.211,1698.298,9034300,0
07/15/2002,1696.808,1697.379,1685.538,1687.945,9649800,0
07/16/2002,1687.666,1704.769,1686.81,1691.623,7960800,0
07/17/2002,1692.447,1702.236,1680.199,1701.718,7408900,0
07/18/2002,1703.808,1711.686,1695.396,1704.912,9559200,0
07/19/2002,1706.359,1714.09,1703.381,1713.861,8058900,0
07/22/2002,1712.018,1712.326,1678.499,1681.009,10196000,0
07/23/2002,1676.904,1684.655,1670.379,1673.861,7420500,0
07/24/2002,1673.682,1679.663,1667.44,1672.4,6068000,0
07/25/2002,1675.473,1682.886,1662.38,1665.109,6629800,0
07/26/2002,1665.089,1670.231,1656.823,1657.499,5912700,0
07/29/2002,1654.925,1665.955,1647.265,1665.674,6171200,0
07/30/2002,1666.579,1672.12,1656.852,1669.002,7452200,0
07/31/2002,1667.623,1671.48,1649.007,1651.594,6414000,0
08/01/2002,1650.054,1659.966,1639.225,1653.008,5965300,0
08/02/2002,1653.638,1662.715,1653.167,1661.871,5283500,0
08/05/2002,1661.404,1661.581,1652.4,1653.957,4460800,0
08/06/2002,1652.942,1679.811,1649.893,1670.619,8063100,0
08/07/2002,1670.173,1670.808,1663.927,1668.065,4228900,0
08/08/2002,1668.513,1675.302,1657.468,1659.802,5041900,0
08/09/2002,1658.443,1658.772,1642.771,1647.046,5503100,0
08/12/2002,1642.477,1642.593,1633.094,1634.566,5140200,0
08/13/2002,1633.677,1642.411,1633.547,1636.632,3718100,0
08/14/2002,1636.889,1647.086,1635.287,1646.722,4120800,0
08/15/2002,1646.616,1647.07,1632.133,1634.366,4488800,0
08/16/2002,1632.961,1652.98,1624.049,1646.792,7805800,0
08/19/2002,1645.931,1650.086,1641.403,1644.301,4212100,0
08/20/2002,1644.616,1673.915,1644.248,1671.351,10656400,0
08/21/2002,1671.991,1677.954,1668.364,1673.549,7388100,0
08/22/2002,1672.696,1696.277,1672.427,1686.111,12210700,0
08/23/2002,1686.296,1688.124,1679.115,1683.207,6964500,0
08/26/2002,1682.136,1682.316,1668.823,1670.685,6019600,0
08/27/2002,1670.627,1680.063,1670.112,1679.691,7445300,0
08/28/2002,1680.754,1683.505,1675.525,1676.77,7490029,0
08/29/2002,1676.858,1680.173,1665.724,1667.318,5690800,0
08/30/2002,1666.979,1669.14,1664.822,1666.618,4658700,0
09/02/2002,1666.341,1669.905,1663.172,1668.774,4640300,0
09/03/2002,1669.585,1680.279,1669.577,1674.07,6252800,0
09/04/2002,1674.453,1675.965,1662.489,1663.972,5036100,0
09/05/2002,1662.892,1662.899,1639.821,1641.807,8241600,0
09/06/2002,1639.888,1644.795,1629.928,1631.384,6983400,0
09/09/2002,1628.452,1628.452,1617.009,1621.582,5353900,0
09/10/2002,1620.282,1627.35,1619.33,1625.111,6982800,0
09/11/2002,1625.326,1626.842,1605.977,1620.355,6225000,0
09/12/2002,1619.94,1631.665,1614.599,1624.558,5083100,0
09/13/2002,1624.502,1626.069,1621.424,1625.759,3541400,0
09/16/2002,1624.133,1624.137,1598.74,1604.083,6453600,0
09/17/2002,1603.457,1612.015,1593.981,1604.881,6095200,0
09/18/2002,1603.613,1605.216,1593.526,1594.584,4372000,0
09/19/2002,1593.573,1623.653,1585.068,1619.354,7208900,0
09/20/2002,1618.2,1618.2,1602.885,1604.913,4227100,0
09/23/2002,1602.276,1604.295,1597.287,1602.591,3573500,0
09/24/2002,1602.203,1602.285,1594.282,1596.732,4245900,0
09/25/2002,1595.806,1602.354,1590.494,1597.837,4409800,0
09/26/2002,1597.854,1599.983,1586.53,1587.649,5777700,0
09/27/2002,1587.243,1591.837,1577.53,1581.618,6240900,0
10/08/2002,1577.052,1577.052,1558.476,1562.993,3511700,0
10/09/2002,1570.649,1571.523,1534.911,1535.366,19118400,0
10/10/2002,1532.181,1542.564,1528.352,1530.407,7217300,0
10/11/2002,1532.136,1536.873,1521.911,1524.051,8199300,0
10/14/2002,1522.872,1532.63,1509.136,1531.676,6573200,0
10/15/2002,1531.581,1534.58,1522.101,1524.728,4701200,0
10/16/2002,1524.908,1548.525,1524.908,1537.388,6384601,0
10/17/2002,1537.965,1538.794,1511.398,1513.097,5110100,0
10/18/2002,1511.177,1523.831,1500.543,1519.539,5077600,0
10/21/2002,1519.205,1525.256,1512.327,1524.925,3884600,0
10/22/2002,1525.08,1553.865,1525.065,1548.104,7363100,0
10/23/2002,1549.766,1550.088,1539.476,1548.965,5245500,0
10/24/2002,1549.785,1550.431,1535.9,1536.52,5153900,0
10/25/2002,1535.796,1542.592,1517.415,1520.313,6455700,0
10/28/2002,1518.086,1518.601,1500.007,1502.716,6507300,0
10/29/2002,1501.381,1511.765,1488.679,1510.882,6813100,0
10/30/2002,1511.112,1513.461,1498.448,1509.707,8251400,0
10/31/2002,1510.03,1521.871,1505.999,1507.496,7586201,0
11/01/2002,1507.383,1511.095,1498.213,1510.76,6107001,0
11/04/2002,1516.22,1532.226,1515.072,1531.842,7102800,0
11/05/2002,1533.81,1565.227,1532.288,1558.239,15686700,0
11/06/2002,1558.914,1559.225,1548.728,1552.561,8156400,0
11/07/2002,1554.043,1559.821,1546.265,1554.237,8131801,0
11/08/2002,1569.999,1573.104,1517.391,1522.187,12127700,0
11/11/2002,1519.603,1526.132,1501.989,1504.403,5626400,0
11/12/2002,1504.576,1517.717,1481.161,1485.913,9789700,0
11/13/2002,1483.712,1491.236,1461.26,1490.464,8028000,0
11/14/2002,1488.914,1489.14,1459.709,1460.795,6492900,0
11/15/2002,1455.98,1481.22,1451.392,1463.691,7288200,0
11/18/2002,1463.724,1468.325,1447.491,1451.29,4635300,0
11/19/2002,1450.703,1464.763,1441.731,1462.174,4980700,0
11/20/2002,1459.212,1459.212,1423.803,1425.843,7054400,0
11/21/2002,1421.233,1421.233,1389.289,1390.629,8854800,0
11/22/2002,1392.574,1408.999,1375.539,1395.497,8541900,0
11/25/2002,1393.341,1403.513,1383.09,1398.438,5364400,0
11/26/2002,1398.438,1408.793,1371.007,1371.167,6775801,0
11/27/2002,1365.824,1383.997,1353.139,1378.752,8835000,0
11/28/2002,1378.142,1417.848,1372.381,1417.525,9622900,0
11/29/2002,1420.429,1450.187,1409.2,1434.182,21439700,0
12/02/2002,1432.029,1432.029,1394.911,1395.675,8684900,0
12/03/2002,1391.718,1409.889,1388.513,1408.843,6341000,0
12/04/2002,1414.887,1432.898,1406.613,1414.454,9306000,0
12/05/2002,1411.89,1411.89,1395.079,1404.88,5569800,0
12/06/2002,1404.925,1416.997,1396.205,1405.525,4447300,0
12/09/2002,1404.513,1410.794,1395.926,1400.867,4038300,0
12/10/2002,1400.558,1406.895,1383.569,1383.84,6045300,0
12/11/2002,1381.399,1383.152,1367.312,1379.195,5247800,0
12/12/2002,1378.817,1399.766,1378.813,1383.91,6552300,0
12/13/2002,1375.779,1401.602,1367.934,1396.898,6903001,0
12/16/2002,1397.721,1409.943,1392.888,1408.515,7594400,0
12/17/2002,1409.173,1418.205,1403.584,1416.096,6702700,0
12/18/2002,1416.671,1424.478,1409.835,1411.719,7271200,0
12/19/2002,1411.276,1414.288,1402.642,1413.597,5598400,0
12/20/2002,1414.345,1431.364,1410.46,1427.936,7227100,0
12/23/2002,1429.951,1439.85,1429.293,1430.199,8299900,0
12/24/2002,1429.531,1431.124,1420.38,1430.827,6286700,0
12/25/2002,1431.588,1433.787,1420.93,1421.515,6762700,0
12/26/2002,1419.965,1420.003,1382.358,1384.152,12554400,0
12/27/2002,1379.328,1389.328,1367.852,1382.971,8293600,0
12/30/2002,1379.737,1379.753,1358.433,1366.362,7791300,0
12/31/2002,1364.968,1370.526,1348.714,1357.654,9892700,0
01/02/2003,1347.433,1351.344,1317.468,1320.63,6500700,0
01/03/2003,1317.583,1323.628,1312.796,1319.868,4576474,0
01/06/2003,1319.688,1334.887,1311.684,1334.679,6750100,0
01/07/2003,1335.632,1346.819,1326.191,1332.061,7343200,0
01/08/2003,1331.441,1373.116,1330.451,1372.067,9823400,0
01/09/2003,1374.618,1402.286,1365.37,1397.384,18529300,0
01/10/2003,1398.377,1411.374,1384.63,1384.859,16263300,0
01/13/2003,1381.87,1391.187,1378.647,1386.314,8607700,0
01/14/2003,1386.897,1476.912,1386.592,1466.851,41012400,0
01/15/2003,1477.454,1485.795,1448.271,1459.92,37023000,0
01/16/2003,1458.866,1486.059,1454.546,1485.618,24575400,0
01/17/2003,1488.265,1492.723,1472.96,1478.675,21566700,0
01/20/2003,1475.711,1482.943,1458.117,1482.681,22487800,0
01/21/2003,1485.87,1489.551,1454.611,1454.891,17551200,0
01/22/2003,1448.826,1463.938,1446.348,1460.53,12139944,0
01/23/2003,1460.249,1470.327,1448.701,1450.616,11427599,0
01/24/2003,1449.504,1483.557,1448.011,1479.07,14814600,0
01/27/2003,1481.609,1500.384,1480.967,1496.157,14672600,0
01/28/2003,1497.098,1502.432,1489.165,1500.639,10478500,0
01/29/2003,1501.286,1508.588,1498.372,1499.815,12698300,0
02/10/2003,1499.166,1499.641,1477.517,1480.169,7999500,0
02/11/2003,1478.046,1492.894,1476.874,1492.764,5979700,0
02/12/2003,1493.248,1510.985,1486.313,1510.671,10627700,0
02/13/2003,1512.285,1519.29,1502.431,1504.338,13093300,0
02/14/2003,1503.373,1515.255,1500.983,1510.95,9248600,0
02/17/2003,1510.64,1514.636,1490.918,1496.523,11086400,0
02/18/2003,1495.141,1500.293,1488.827,1496.468,7252743,0
02/19/2003,1496.651,1511.132,1490.022,1510.803,12157155,0
02/20/2003,1513.007,1517.766,1507.227,1509.486,10019900,0
02/21/2003,1508.077,1508.129,1476.415,1478.871,12053400,0
02/24/2003,1476.07,1488.072,1474.471,1481.936,7947700,0
02/25/2003,1481.106,1511.649,1481.106,1511.275,12912800,0
02/26/2003,1513.493,1515.457,1506.553,1513.175,8486200,0
02/27/2003,1514.024,1524.751,1508.747,1513.704,10416100,0
02/28/2003,1512.865,1514.502,1501.424,1511.932,8360100,0
03/03/2003,1511.585,1525.699,1511.045,1525.483,10236144,0
03/04/2003,1527.449,1529.752,1517.859,1524.304,9198499,0
03/05/2003,1524.077,1524.123,1508.251,1517.179,8142890,0
03/06/2003,1516.601,1517.348,1494.241,1498.343,9982208,0
03/07/2003,1495.694,1502.428,1489.384,1493.093,8335401,0
03/10/2003,1492.209,1496.164,1467.639,1468.919,8947347,0
03/11/2003,1467.551,1473.955,1463.584,1469.548,6336210,0
03/12/2003,1468.747,1475.287,1458.5,1475.008,6403671,0
03/13/2003,1475.037,1477.858,1463.33,1464.649,6033789,0
03/14/2003,1464.992,1471.499,1461.351,1466.044,5613442,0
03/17/2003,1465.144,1469.533,1453.368,1469.274,7187381,0
03/18/2003,1468.986,1478.995,1458.979,1459.892,7088745,0
03/19/2003,1458.582,1475.844,1452.592,1469.96,7637422,0
03/20/2003,1469.663,1477.253,1460.799,1464.54,7655740,0
03/21/2003,1464.184,1475.809,1461.915,1474.657,7617922,0
03/24/2003,1474.591,1477.974,1470.435,1477.766,6524191,0
03/25/2003,1478.053,1478.405,1461.754,1462.4,6475235,0
03/26/2003,1461.321,1465.425,1452.891,1456.271,6271469,0
03/27/2003,1455.439,1507.668,1447.014,1499.347,15051894,0
03/28/2003,1498.455,1508.263,1488.601,1491.941,14660785,0
03/31/2003,1491.391,1511.22,1490.986,1510.578,11841571,0
04/01/2003,1513.001,1525.235,1508.844,1522.546,15222781,0
04/02/2003,1522.491,1525.769,1516.788,1521.32,11090214,0
04/03/2003,1521.356,1522.671,1510.512,1511.729,9479199,0
04/04/2003,1510.222,1521.783,1509.61,1521.128,10240916,0
04/07/2003,1521.898,1530.371,1512.5,1515.132,13549293,0
04/08/2003,1515.645,1523.947,1513.235,1520.551,16253782,0
04/09/2003,1519.985,1545.336,1510.344,1543.674,31762636,0
04/10/2003,1546.507,1559.869,1541.289,1551.18,43111016,0
04/11/2003,1552.004,1581.699,1548.529,1576.86,39418800,0
04/14/2003,1581.38,1616.654,1581.204,1616.072,46769752,0
04/15/2003,1619.95,1632.092,1606.726,1631.47,38151012,0
04/16/2003,1633.53,1649.603,1598.828,1606.24,44806840,0
04/17/2003,1606.233,1621.229,1595.627,1613.604,32118988,0
04/18/2003,1616.905,1620.806,1596.668,1603.077,27414894,0
04/21/2003,1598.504,1598.583,1557.121,1571.714,25098944,0
04/22/2003,1570.574,1575.796,1563.589,1568.692,13557199,0
04/23/2003,1568.133,1569.785,1540.067,1541.96,17664770,0
04/24/2003,1538.58,1542.106,1492.904,1503.59,24854482,0
04/25/2003,1501.569,1513.332,1481.068,1487.147,13901836,0
04/28/2003,1483.466,1538.594,1473.266,1537.691,26462608,0
04/29/2003,1535.88,1535.88,1508.32,1509.313,20674900,0
04/30/2003,1511.154,1539.573,1510.601,1521.444,20966324,0
05/12/2003,1522.981,1536.893,1511.871,1531.867,17378744,0
05/13/2003,1533.08,1534.803,1481.745,1485.307,25529590,0
05/14/2003,1480.111,1523.324,1477.252,1522.924,20254406,0
05/15/2003,1524.499,1555.557,1516.425,1555.285,26715502,0
05/16/2003,1555.907,1560.724,1543.167,1554.452,18130438,0
05/19/2003,1557.294,1563.107,1546.752,1555.447,16507581,0
05/20/2003,1553.691,1553.845,1530.667,1535.52,13266615,0
05/21/2003,1534.601,1547.314,1530.046,1533.483,10444031,0
05/22/2003,1532.185,1546.393,1522.187,1546.113,10989875,0
05/23/2003,1547.155,1571.689,1547.089,1560.955,20813338,0
05/26/2003,1563.205,1574.386,1561.04,1569.512,17357022,0
05/27/2003,1572.308,1575.626,1558.126,1568.341,15966476,0
05/28/2003,1569.328,1576.624,1549.062,1551.811,17345720,0
05/29/2003,1549.052,1568.542,1543.341,1568.156,16911020,0
05/30/2003,1570.92,1581.612,1567.28,1576.261,18321274,0
06/02/2003,1577.987,1578.868,1564.611,1576.528,13112817,0
06/03/2003,1577.078,1582.412,1561.082,1562.237,12665087,0
06/04/2003,1560.667,1574.768,1546.621,1574.111,15927706,0
06/05/2003,1575.308,1575.635,1555.449,1556.249,13022067,0
06/06/2003,1553.195,1557.763,1538.097,1538.92,13874500,0
06/09/2003,1536.273,1548.141,1527.835,1530.215,11346522,0
06/10/2003,1529.533,1541.386,1529.515,1538.762,8163290,0
06/11/2003,1540.716,1566.902,1540.704,1565.84,15511866,0
06/12/2003,1566.921,1569.126,1556.529,1562.106,9547458,0
06/13/2003,1562.609,1572.413,1560.301,1566.766,11378883,0
06/16/2003,1568.188,1569.547,1555.372,1559.705,9221960,0
06/17/2003,1559.122,1564.945,1552.434,1557.175,9952659,0
06/18/2003,1556.894,1565.917,1552.829,1553.877,13207889,0
06/19/2003,1554.016,1557.376,1530.376,1538.754,14504294,0
06/20/2003,1537.498,1542.417,1528.301,1529.47,9253283,0
06/23/2003,1524.577,1524.909,1509.434,1511.365,9121908,0
06/24/2003,1509.107,1515.843,1504.724,1512.429,7554533,0
06/25/2003,1512.487,1515.923,1498.958,1502.077,9119553,0
06/26/2003,1500.343,1517.208,1486.081,1515.375,12574490,0
06/27/2003,1516.814,1516.866,1494.445,1497.054,10259070,0
06/30/2003,1493.69,1500.969,1483.686,1486.024,11418299,0
07/01/2003,1485.521,1502.571,1482.82,1484.704,8359717,0
07/02/2003,1485.445,1499.971,1477.873,1499.682,7941319,0
07/03/2003,1501.903,1507.706,1497.742,1504.436,7366238,0
07/04/2003,1504.597,1510.172,1497.462,1502.349,7297746,0
07/07/2003,1500.851,1503.81,1490.967,1501.484,7110300,0
07/08/2003,1501.621,1513.554,1500.98,1512.019,7483613,0
07/09/2003,1512.338,1513.277,1499.337,1503.314,6284420,0
07/10/2003,1503.509,1532.192,1501.709,1531.927,15221356,0
07/11/2003,1532.641,1535.975,1523.244,1528.854,9795392,0
07/14/2003,1528.393,1529.329,1519.119,1521.414,6951944,0
07/15/2003,1521.564,1531.004,1516.893,1525.439,8770402,0
07/16/2003,1525.499,1529.817,1520.412,1529.491,9458006,0
07/17/2003,1529.972,1540.194,1529.356,1539.358,15231598,0
07/18/2003,1539.049,1539.061,1506.487,1507.162,13638491,0
07/21/2003,1501.39,1504.708,1483.573,1495.885,12215025,0
07/22/2003,1499.893,1510.308,1485.464,1498.485,10213118,0
07/23/2003,1499.307,1505.312,1491.664,1502.148,7877962,0
07/24/2003,1503.058,1503.381,1491.199,1493.451,7130576,0
07/25/2003,1494.578,1502.639,1471.286,1477.651,15628453,0
07/28/2003,1474.736,1474.743,1464.866,1470.393,7248409,0
07/29/2003,1470.392,1480.584,1469.933,1477.296,6097542,0
07/30/2003,1477.414,1483.067,1468.822,1479.652,7373850,0
07/31/2003,1480.013,1482.598,1474.14,1476.742,6234450,0
08/01/2003,1476.47,1478.359,1464.978,1476.969,6974270,0
08/04/2003,1476.824,1494.416,1471.89,1494.365,8325095,0
08/05/2003,1494.486,1497.008,1488.967,1494.312,6248160,0
08/06/2003,1493.026,1493.389,1482.685,1486.252,6170086,0
08/07/2003,1485.741,1497.102,1485.062,1487.37,6214445,0
08/08/2003,1487.166,1487.408,1468.438,1471.272,7786446,0
08/11/2003,1469.262,1474.723,1462.724,1474.413,5113104,0
08/12/2003,1473.987,1484.585,1472.388,1479.283,4651339,0
08/13/2003,1479.669,1481.115,1465.06,1465.827,5384685,0
08/14/2003,1464.381,1475.022,1451.608,1455.899,7751326,0
08/15/2003,1454.684,1457.633,1447.11,1450.203,7380294,0
08/18/2003,1449.668,1451.666,1442.481,1445.089,5706707,0
08/19/2003,1444.659,1453.446,1444.23,1449.712,5174717,0
08/20/2003,1449.496,1450.471,1432.753,1441.664,6302306,0
08/21/2003,1441.776,1442.858,1434.313,1441.09,6357186,0
08/22/2003,1438.786,1446.276,1436.902,1438.883,5655785,0
08/25/2003,1434.212,1434.212,1419.263,1422.176,6247526,0
08/26/2003,1420.854,1428.413,1417.832,1425.212,5719069,0
08/27/2003,1425.145,1432.35,1420.354,1425.362,5185861,0
08/28/2003,1425.734,1428.346,1414.879,1415.693,5252151,0
08/29/2003,1414.414,1422.351,1406.681,1421.983,6255922,0
09/01/2003,1423.353,1450.041,1420.123,1449.816,9787720,0
09/02/2003,1450.506,1456.553,1442.009,1446.512,9618677,0
09/03/2003,1446.278,1451.225,1438.693,1447.85,7934245,0
09/04/2003,1447.765,1453.429,1443.383,1447.425,7756322,0
09/05/2003,1446.937,1446.975,1424.168,1431.533,8797560,0
09/08/2003,1429.463,1429.56,1421.141,1425.727,6572019,0
09/09/2003,1424.693,1429.711,1414.882,1420.074,6869803,0
09/10/2003,1419.519,1424.774,1415.723,1423.177,5805676,0
09/11/2003,1422.9,1429.555,1421.821,1423.96,4983347,0
09/12/2003,1426.34,1426.806,1407.952,1409.162,10898797,0
09/15/2003,1407.807,1416.076,1394.269,1397.54,7837559,0
09/16/2003,1396.753,1406.723,1389.486,1406.104,7549020,0
09/17/2003,1406.248,1406.367,1386.781,1389.822,6969215,0
09/18/2003,1388.092,1395.201,1383.4,1390.485,6449628,0
09/19/2003,1390.84,1395.603,1383.717,1391.37,6068520,0
09/22/2003,1392.897,1395.069,1378.323,1381.443,5402086,0
09/23/2003,1380.849,1390.351,1372.854,1390.174,6580509,0
09/24/2003,1391.404,1396.945,1386.788,1394.229,6534770,0
09/25/2003,1394.494,1394.737,1374.791,1376.291,5387565,0
09/26/2003,1374.602,1377.871,1367.746,1370.843,5058716,0
09/29/2003,1369.437,1369.477,1353.245,1355.335,5690487,0
09/30/2003,1354.648,1371.073,1348.222,1367.161,6695770,0
10/08/2003,1366.201,1373.081,1359.497,1371.685,4742732,0
10/09/2003,1371.681,1379.99,1367.65,1369.174,6069543,0
10/10/2003,1369.004,1406.002,1367.109,1404.008,13671898,0
10/13/2003,1405.329,1411.88,1397.693,1399.658,9254776,0
10/14/2003,1399.843,1400.747,1382.481,1388.172,7043525,0
10/15/2003,1388.245,1401.537,1380.808,1383.098,7471055,0
10/16/2003,1381.46,1382.532,1362.983,1365.505,6427421,0
10/17/2003,1365.313,1375.656,1362.415,1370.582,5759780,0
10/20/2003,1369.711,1370.487,1355.552,1359.498,5823284,0
10/21/2003,1359.51,1364.605,1350.208,1364.301,7456708,0
10/22/2003,1366.105,1403.101,1363.092,1398.01,16180474,0
10/23/2003,1398.587,1407.39,1384.639,1386.653,10879055,0
10/24/2003,1385.898,1389.875,1376.714,1381.83,9427492,0
10/27/2003,1381.836,1383.597,1361.191,1369.463,8603581,0
10/28/2003,1365.998,1382.597,1356.488,1369.325,11003647,0
10/29/2003,1372.346,1375.91,1344.423,1361.487,14258918,0
10/30/2003,1360.018,1360.068,1340.292,1344.633,9590991,0
10/31/2003,1341.504,1364.663,1334.784,1348.303,10788335,0
11/03/2003,1346.481,1367.336,1339.958,1364.055,13639622,0
11/04/2003,1363.957,1412.91,1363.901,1389.545,27955262,0
11/05/2003,1389.72,1396.86,1375.992,1385.11,16205427,0
11/06/2003,1384.67,1385.844,1351.095,1356.79,18254720,0
11/07/2003,1353.43,1353.454,1323.118,1335.205,15809009,0
11/10/2003,1330.957,1340.867,1322.048,1340.097,9062253,0
11/11/2003,1340.32,1350.387,1331.117,1343.616,9804738,0
11/12/2003,1341.569,1341.578,1316.847,1317.792,10296484,0
11/13/2003,1313.929,1324.983,1307.395,1319.608,9356415,0
11/14/2003,1318.722,1331.421,1312.788,1331.051,8135283,0
11/17/2003,1330.487,1333.414,1323.682,1328.103,6333991,0
11/18/2003,1334.654,1336.099,1314.987,1316.562,15365955,0
11/19/2003,1313.836,1341.563,1312.562,1338.87,10836911,0
11/20/2003,1338.604,1377.118,1336.14,1376.506,21739638,0
11/21/2003,1379.937,1394.568,1359.902,1361.559,21161552,0
11/24/2003,1360.328,1404.247,1360.231,1404.008,19893086,0
11/25/2003,1407.755,1423.582,1400.899,1408.415,27759954,0
11/26/2003,1407.302,1413.769,1398.032,1411.909,17701890,0
11/27/2003,1412.308,1415.74,1387.787,1389.103,17304762,0
11/28/2003,1388.312,1401.463,1385.818,1397.225,13000534,0
12/01/2003,1398.706,1432.821,1398.706,1432.703,20067920,0
12/02/2003,1437.24,1444.565,1430.237,1435.314,21475944,0
12/03/2003,1434.697,1462.073,1424.349,1445.026,23547704,0
12/04/2003,1445.4,1454.323,1440.82,1452.809,19941112,0
12/05/2003,1454.413,1456.866,1440.789,1451.118,17066736,0
12/08/2003,1452.113,1459.48,1435.139,1436.663,15664419,0
12/09/2003,1435.099,1443.61,1429.064,1443.366,12432960,0
12/10/2003,1449.567,1469.713,1448.497,1469.422,22148788,0
12/11/2003,1472.385,1475.377,1460.193,1470.023,20822422,0
12/12/2003,1469.702,1472.864,1459.549,1470.792,16078232,0
12/15/2003,1471.244,1474.671,1465.505,1470.357,12980440,0
12/16/2003,1469.119,1469.127,1441.063,1466.337,18618896,0
12/17/2003,1465.606,1480.433,1453.881,1453.995,18767610,0
12/18/2003,1450.854,1458.671,1445.08,1457.301,15819151,0
12/19/2003,1463.448,1470.206,1429.71,1446.285,26339928,0
12/22/2003,1444.173,1493.535,1441.585,1492.963,29921380,0
12/23/2003,1497.572,1507.035,1487.115,1500.64,28372572,0
12/24/2003,1501.355,1514.317,1498.98,1513.825,24159982,0
12/25/2003,1514.929,1525.299,1504.252,1512.597,24967400,0
12/26/2003,1513.113,1516.483,1504.133,1514.775,19920922,0
12/29/2003,1509.281,1512.975,1495.535,1496.427,19363864,0
12/30/2003,1495.669,1513.728,1495.391,1509.985,17800480,0
