date,open,high,low,close,volume,oi
01/20/1997,922.469,933.364,922.063,933.28,2749331,0
01/21/1997,937.04,939.018,926.091,929.113,3393618,0
01/22/1997,929.359,942.725,929.005,942.436,3342414,0
01/23/1997,945.594,947.545,940.496,945.8,3969012,0
01/24/1997,945.525,954.304,934.644,953.918,3737870,0
01/27/1997,957.248,959.867,952.402,959.057,4799149,0
01/28/1997,957.877,957.88,947.912,956.311,3286744,0
01/29/1997,955.959,964.016,955.098,962.102,4130859,0
01/30/1997,960.494,962.972,955.466,960.171,3523831,0
01/31/1997,960.259,967.897,960.079,964.742,4088016,0
02/17/1997,969.531,985.207,959.749,982.404,3616966,0
02/18/1997,980.481,999.225,893.746,894.847,7273849,0
02/19/1997,911.576,962.694,911.576,962.691,5407282,0
02/20/1997,870.184,971.511,870.184,965.082,9530846,0
02/21/1997,967.676,1017.316,967.494,1017.131,13808384,0
02/24/1997,1028.354,1032.702,1004.619,1009.564,11122758,0
02/25/1997,1009.053,1028.335,1009.034,1017.958,7125747,0
02/26/1997,1019.863,1031.514,1015.388,1031.514,6167621,0
02/27/1997,1035.318,1038.485,1020.341,1025.3,6600775,0
02/28/1997,1023.367,1040.33,1010.269,1040.273,6698066,0
03/03/1997,1044.613,1063.045,1043.927,1063.045,9005945,0
03/04/1997,1063.285,1070.217,1048.438,1068.163,9139791,0
03/05/1997,1067.583,1072.462,1051.515,1052.147,7887031,0
03/06/1997,1045.889,1079.134,1044.235,1079.134,8700560,0
03/07/1997,1083.007,1086.636,1070.859,1077.72,8140573,0
03/10/1997,1085.91,1100.51,1085.886,1099.679,8631868,0
03/11/1997,1103.43,1109.95,1092.721,1109.733,8332303,0
03/12/1997,1112.713,1126.42,1109.471,1126.162,9627853,0
03/13/1997,1128.709,1131.735,1108.889,1117.281,9139949,0
03/14/1997,1114.74,1125.819,1092.704,1125.8,8188594,0
03/17/1997,1138.275,1159.539,1138.275,1158.476,11284870,0
03/18/1997,1164.963,1177.02,1148.075,1162.634,10507794,0
03/19/1997,1167.042,1170.396,1156.186,1161.265,8071929,0
03/20/1997,1162.256,1168.493,1119.674,1120.719,7576374,0
03/21/1997,1116.721,1167.209,1116.586,1167.168,7383739,0
03/24/1997,1186.951,1196.644,1181.333,1191.732,10888618,0
03/25/1997,1198.159,1201.621,1180.878,1197.844,9006469,0
03/26/1997,1204.211,1215.473,1201.168,1215.308,8872766,0
03/27/1997,1220.552,1228.238,1202.766,1214.257,9687737,0
03/28/1997,1213.812,1219.036,1199.532,1202.668,7532681,0
03/31/1997,1210.015,1234.957,1210,1234.617,8505750,0
04/01/1997,1243.873,1246.31,1234.246,1241.028,8367888,0
04/02/1997,1246.407,1249.573,1232.314,1233.847,7583241,0
04/03/1997,1233.819,1246.176,1222.556,1246.03,6891523,0
04/04/1997,1258.071,1269.735,1251.597,1260.963,10161852,0
04/07/1997,1259.589,1276.57,1252.754,1276.409,10098885,0
04/08/1997,1277.055,1278.295,1246.72,1247.264,8053775,0
04/09/1997,1251.571,1286.909,1251.561,1286.849,9604504,0
04/10/1997,1293.257,1299.742,1279.491,1281.891,10861329,0
04/11/1997,1279.341,1283.56,1251.005,1278.525,9223723,0
04/14/1997,1293.977,1325.666,1293.977,1316.92,14119474,0
04/15/1997,1318.572,1326.382,1298.181,1324.956,10320303,0
04/16/1997,1334.307,1338.423,1318.156,1327.784,9697085,0
04/17/1997,1323.419,1331.175,1319.759,1323.369,7803004,0
04/18/1997,1325.226,1338.852,1305.955,1338.033,8801098,0
04/21/1997,1355.559,1365.219,1350.798,1362.075,12377891,0
04/22/1997,1362.982,1368.881,1354.451,1365.497,10857722,0
04/23/1997,1370.047,1380.356,1368.649,1378.842,10522662,0
04/24/1997,1370.174,1386.517,1356.52,1380.281,10035406,0
04/25/1997,1382.925,1386.265,1363.981,1364.975,10444571,0
04/28/1997,1372.26,1381.564,1346.258,1351.997,9226121,0
04/29/1997,1353.998,1376.815,1335.755,1376.77,8349533,0
04/30/1997,1385.302,1396.481,1376.456,1393.749,8331599,0
05/05/1997,1398.141,1448.99,1398.048,1448.926,10288347,0
05/06/1997,1462.025,1483.502,1459.682,1482.993,11585373,0
05/07/1997,1495.218,1499.621,1464.861,1495.457,11442789,0
05/08/1997,1496.978,1504.259,1401.594,1405.184,11449654,0
05/09/1997,1412.899,1469.079,1394.423,1467.227,9601984,0
05/12/1997,1490.781,1510.179,1486.447,1500.398,13162879,0
05/13/1997,1501.247,1501.249,1436.209,1464.282,10808461,0
05/14/1997,1447.607,1447.673,1378.028,1379.22,8075459,0
05/15/1997,1371.193,1425.303,1360.225,1417.674,6742493,0
05/16/1997,1309.598,1394.206,1287.07,1315.921,9768284,0
05/19/1997,1330.789,1350.582,1316.131,1344.611,5613684,0
05/20/1997,1351.659,1386.369,1351.227,1381.115,5354499,0
05/21/1997,1386.845,1389.604,1340.292,1354.882,5652777,0
05/22/1997,1248.969,1300.978,1232.203,1235.223,6673195,0
05/23/1997,1238.69,1263.518,1225.796,1254.266,5390990,0
05/26/1997,1268.592,1275.299,1213.244,1251.551,5863918,0
05/27/1997,1258.381,1281.749,1253.25,1281.744,5377609,0
05/28/1997,1283.003,1288.737,1265.567,1270.351,4808782,0
05/29/1997,1267.519,1282.845,1262.573,1263.349,4661898,0
05/30/1997,1261.29,1285.392,1254.621,1285.182,3937747,0
06/02/1997,1302.82,1336.424,1302.162,1336.283,6344059,0
06/03/1997,1341.68,1344.643,1313.46,1338.756,7059196,0
06/04/1997,1345.376,1363.705,1344.591,1361.186,7167138,0
06/05/1997,1362.185,1369.513,1346.967,1360.232,6025594,0
06/06/1997,1271.313,1314.725,1254.27,1275.304,9218915,0
06/09/1997,1275.252,1282.754,1255.672,1274.92,3482366,0
06/10/1997,1278.994,1285.044,1239.856,1241.742,2750901,0
06/11/1997,1239.504,1244.006,1175.706,1220.395,3670099,0
06/12/1997,1224.474,1229.64,1211.799,1212.766,2912346,0
06/13/1997,1154.984,1244.239,1154.972,1243.979,4544997,0
06/16/1997,1255.766,1269.633,1255.766,1261.466,4840552,0
06/17/1997,1260.406,1263.899,1245.335,1245.934,3604596,0
06/18/1997,1252.016,1254.896,1230.301,1232.68,3284719,0
06/19/1997,1233.676,1250.639,1227.25,1230.74,3087207,0
06/20/1997,1243.996,1292.323,1243.996,1291.199,4840670,0
06/23/1997,1313.238,1322.983,1265.175,1283.495,6216438,0
06/24/1997,1287.185,1304.05,1283.724,1303.928,4145512,0
06/25/1997,1309.342,1311.202,1293.352,1297.592,4441957,0
06/26/1997,1295.11,1295.15,1280.846,1284.459,4106079,0
06/27/1997,1287.923,1291.978,1246.928,1250.272,5632511,0
07/02/1997,1255.909,1261.571,1147.331,1199.061,3923861,0
07/03/1997,1194.676,1194.676,1149.94,1150.623,3737271,0
07/04/1997,1138.921,1163.249,1124.776,1159.342,4445420,0
07/07/1997,1161.707,1163.447,1085.572,1096.819,3526133,0
07/08/1997,1092.799,1115.433,1066.044,1109.666,3675202,0
07/09/1997,1113.641,1122.674,1104.086,1120.841,3214466,0
07/10/1997,1121.259,1137.869,1115.212,1120.154,3354190,0
07/11/1997,1116.415,1155.056,1114.397,1154.794,3965974,0
07/14/1997,1163.293,1185.779,1158.447,1185.72,5573165,0
07/15/1997,1189.474,1201.214,1180.191,1200.114,5727596,0
07/16/1997,1201.595,1204.855,1184.445,1190.826,5273630,0
07/17/1997,1188.267,1203.504,1180.934,1197.226,4578718,0
07/18/1997,1199.399,1210.44,1191.289,1209.857,4765964,0
07/21/1997,1215.839,1218.481,1188.875,1193.525,4940280,0
07/22/1997,1189.118,1208.262,1163.468,1208.248,4552630,0
07/23/1997,1219.055,1223.823,1194.703,1198.861,4808424,0
07/24/1997,1194.705,1200.309,1172.367,1174.217,3325957,0
07/25/1997,1166.566,1177.653,1158.136,1170.862,3112253,0
07/28/1997,1167.813,1167.88,1138.475,1141.777,3059538,0
07/29/1997,1137.319,1161.195,1133.175,1153.229,3033113,0
07/30/1997,1157.09,1179.478,1157.004,1179.421,3652351,0
07/31/1997,1184.937,1192.2,1179.715,1189.76,3763266,0
08/01/1997,1191.651,1194.031,1182.223,1192.828,3286478,0
08/04/1997,1196.254,1201.92,1188.676,1200.333,4326691,0
08/05/1997,1203.358,1207.228,1193.696,1196.274,3597457,0
08/06/1997,1196.035,1197.445,1170.267,1171.941,2972321,0
08/07/1997,1167.927,1199.24,1161.632,1199.24,3448699,0
08/08/1997,1205.952,1216.561,1201.358,1206.053,7033741,0
08/11/1997,1206.456,1206.759,1182.447,1184.083,5036508,0
08/12/1997,1177.261,1183.436,1145.748,1146.809,3936901,0
08/13/1997,1139.246,1153.495,1118.202,1120.127,3460815,0
08/14/1997,1120.471,1168.335,1120.245,1168.113,3952971,0
08/15/1997,1174.183,1174.882,1133.89,1143.064,4767614,0
08/18/1997,1139.606,1139.606,1116.148,1134.634,3357464,0
08/19/1997,1134.617,1143.201,1128.109,1132.905,2571981,0
08/20/1997,1135.05,1144.646,1133.742,1144.639,2507383,0
08/21/1997,1148.387,1165.218,1147.816,1164.545,4007224,0
08/22/1997,1159.386,1174.486,1156.826,1171.833,4337399,0
08/25/1997,1175.445,1184.334,1175.384,1184.096,4539603,0
08/26/1997,1186.069,1194.131,1181.243,1194.043,5549792,0
08/27/1997,1195.428,1199.474,1188.331,1198.513,5433721,0
08/28/1997,1201.059,1216.076,1194.675,1213.892,6942658,0
08/29/1997,1214.31,1223.071,1209.479,1221.064,7318643,0
09/01/1997,1224.177,1230.066,1219.101,1229.865,6798216,0
09/02/1997,1228.475,1232.691,1215.922,1226.303,5896206,0
09/03/1997,1223.621,1243.326,1223.461,1240.82,5758038,0
09/04/1997,1245.775,1253.153,1245.64,1251.298,5447049,0
09/05/1997,1250.604,1253.35,1241.217,1251.55,4722780,0
09/08/1997,1253.145,1257.549,1245.744,1255.229,5484254,0
09/09/1997,1255.181,1257.927,1230.442,1231.027,4544453,0
09/10/1997,1230.426,1256.041,1227.643,1256.041,5390723,0
09/11/1997,1260.519,1264.489,1236.113,1242.713,7133641,0
09/12/1997,1240.496,1247.908,1207.831,1208.697,4310666,0
09/15/1997,1205.901,1211.684,1175.948,1179.286,3578373,0
09/16/1997,1182.757,1193.847,1181.169,1187.22,2651954,0
09/17/1997,1188.885,1191.295,1162.243,1167.557,2425953,0
09/18/1997,1169.67,1181.748,1164.645,1172.366,2300956,0
09/19/1997,1174.769,1185.09,1168.869,1184.521,2018437,0
09/22/1997,1184.493,1185.1,1102.617,1103.974,3062643,0
09/23/1997,1096.187,1105.282,1025.13,1041.965,4299589,0
09/24/1997,1064.661,1110.107,1064.661,1110.012,4964027,0
09/25/1997,1118.369,1130.126,1106.246,1117.01,4336333,0
09/26/1997,1118.69,1118.941,1094.424,1109.634,2741706,0
09/29/1997,1106.342,1106.342,1079.34,1084.072,2436154,0
09/30/1997,1083.414,1100.386,1083.232,1097.383,2045300,0
10/06/1997,1100.7,1105.411,1091.152,1098.903,1565933,0
10/07/1997,1098.294,1102.712,1087.018,1102.573,1762384,0
10/08/1997,1122.968,1140.937,1116.713,1134.868,2933823,0
10/09/1997,1134.591,1138.657,1120.088,1122.466,2025031,0
10/10/1997,1121.338,1131.57,1120.513,1130.785,1951931,0
10/13/1997,1136.429,1138.401,1117.389,1119.817,1899293,0
10/14/1997,1116.299,1118.022,1105.704,1117.928,1538060,0
10/15/1997,1119.108,1129.654,1116.429,1125.782,2145228,0
10/16/1997,1131.4,1151.394,1131.394,1150.307,3386234,0
10/17/1997,1155.422,1180.218,1153.896,1176.489,4599942,0
10/20/1997,1183.744,1191.04,1173.557,1187.368,4608956,0
10/21/1997,1190.495,1192.34,1179.574,1191.87,4232146,0
10/22/1997,1193.701,1203.018,1168.451,1177.52,6082871,0
10/23/1997,1178.983,1186.067,1170.232,1173.364,4154787,0
10/24/1997,1172.884,1179.805,1164.064,1178.306,3775922,0
10/27/1997,1183.647,1235.945,1183.647,1235.827,6563903,0
10/28/1997,1239.585,1241.833,1172.892,1177.924,5248239,0
10/29/1997,1168.225,1188.797,1162.981,1184.086,3591003,0
10/30/1997,1189.265,1207.97,1173.649,1174.846,4817378,0
10/31/1997,1164.913,1181.506,1158.736,1180.393,3050338,0
11/03/1997,1181.162,1185.069,1176.547,1180.854,2562182,0
11/04/1997,1180.865,1190.471,1180.865,1184.7,2362328,0
11/05/1997,1186.095,1194.673,1179.351,1194.038,4919680,0
11/06/1997,1198.658,1203.086,1179.582,1181.123,4281561,0
11/07/1997,1181.776,1195.74,1177.632,1195.141,3627501,0
11/10/1997,1199.368,1202.579,1178.631,1185.784,3996574,0
11/11/1997,1183.418,1187.744,1168.482,1186.634,2996537,0
11/12/1997,1190.014,1193.531,1171.563,1174.189,2949103,0
11/13/1997,1169.704,1185.282,1157.294,1185.024,2981946,0
11/14/1997,1187.351,1208.842,1181.687,1197.832,3893766,0
11/17/1997,1210.677,1213.228,1190.431,1191.333,2722943,0
11/18/1997,1190.261,1193.311,1182.607,1183.349,2563705,0
11/19/1997,1185.103,1191.964,1175.783,1181.627,2656860,0
11/20/1997,1182.739,1189.495,1169.097,1172.427,3245751,0
11/21/1997,1168.968,1169.105,1152.008,1158.555,2927301,0
11/24/1997,1150.416,1150.563,1122.935,1124.941,2966754,0
11/25/1997,1120.864,1131.127,1114.138,1125.528,3584243,0
11/26/1997,1126.596,1143.818,1124.477,1143.818,2347278,0
11/27/1997,1141.77,1141.971,1120.519,1122.516,2512619,0
11/28/1997,1117.569,1139.641,1114.433,1139.628,2657870,0
12/01/1997,1137.588,1139.293,1130.449,1133.087,2312875,0
12/02/1997,1133.59,1139.604,1128.5,1130.167,1875374,0
12/03/1997,1129.777,1130.318,1121.593,1122.546,1917993,0
12/04/1997,1121.803,1137.013,1119.201,1135.873,2290658,0
12/05/1997,1139.477,1144.222,1134.932,1136.204,2396652,0
12/08/1997,1140.547,1143.08,1136.579,1139.364,2096403,0
12/09/1997,1139.806,1148.171,1137.317,1148.171,2146267,0
12/10/1997,1150.476,1158.989,1149.332,1157.842,2368716,0
12/11/1997,1159.054,1159.753,1145.546,1159.169,2317636,0
12/12/1997,1160.221,1165.813,1153.432,1153.84,2571101,0
12/15/1997,1155.72,1168.056,1155.604,1168.026,3166176,0
12/16/1997,1170.462,1174.807,1165.601,1174.802,3339194,0
12/17/1997,1169.644,1169.737,1145.891,1146.522,3323458,0
12/18/1997,1142.1,1159.111,1138.398,1154.166,3049009,0
12/19/1997,1154.703,1161.879,1151.141,1160.768,3244670,0
12/22/1997,1162.682,1169.029,1153.44,1169.007,4233415,0
12/23/1997,1171.902,1176.922,1165.057,1171.254,3313634,0
12/24/1997,1171.735,1173.54,1164.858,1169.664,3178988,0
12/25/1997,1170.561,1181.479,1169.993,1181.278,3598401,0
12/26/1997,1187.752,1194.237,1186.527,1191.919,4192918,0
12/29/1997,1196.297,1198.974,1185.656,1186.606,3670210,0
12/30/1997,1186.139,1193.622,1179.556,1181.143,2792940,0
12/31/1997,1182.253,1195.047,1182.247,1194.102,3093250,0
01/05/1998,1200.948,1220.495,1200.222,1220.473,4371532,0
01/06/1998,1223.73,1233.635,1215.409,1233.62,5148664,0
01/07/1998,1233.956,1244.098,1231.146,1244.07,5756557,0
01/08/1998,1243.121,1250.005,1235.885,1237.164,4069472,0
01/09/1998,1233.701,1244.999,1221.297,1239.901,5357096,0
01/12/1998,1242.21,1246.651,1226.397,1226.966,5739689,0
01/13/1998,1211.883,1211.883,1110.087,1167.647,7194435,0
01/14/1998,1170.346,1203.247,1170.322,1202.215,5703801,0
01/15/1998,1210.421,1217.864,1196.148,1215.431,5539255,0
01/16/1998,1215.82,1220.974,1207.919,1213.962,4120326,0
01/19/1998,1215.408,1216.987,1205.479,1213.129,3262038,0
01/20/1998,1211.276,1215.57,1195.382,1203.715,3129378,0
01/21/1998,1201.988,1209.689,1198.228,1200.203,3032972,0
01/22/1998,1200.521,1207.451,1194.383,1204.43,4361254,0
01/23/1998,1206.495,1224.122,1206.454,1222.913,3580684,0
02/09/1998,1257.995,1262.623,1244.426,1248.04,4358584,0
02/10/1998,1248.596,1248.596,1233.698,1236.513,5324563,0
02/11/1998,1234.181,1251.453,1233.53,1250.238,4815520,0
02/12/1998,1253.385,1254.411,1241.996,1246.295,4749077,0
02/13/1998,1246.733,1251.912,1241.824,1245.911,4097735,0
02/16/1998,1246.796,1247.965,1230.918,1236.236,4615358,0
02/17/1998,1234.837,1240.579,1228.111,1238.5,3525859,0
02/18/1998,1239.633,1240.178,1225.497,1229.831,4614067,0
02/19/1998,1229.809,1235.493,1223.932,1232.584,3300714,0
02/20/1998,1234.601,1237.915,1224.584,1226.02,3159234,0
02/23/1998,1217.859,1217.859,1195.888,1208.603,3807533,0
02/24/1998,1206.925,1216.353,1206.09,1208.218,3526684,0
02/25/1998,1208.524,1209.491,1191.751,1194.673,3428467,0
02/26/1998,1193.003,1206.674,1189.519,1206.674,3147775,0
02/27/1998,1209.442,1213.729,1202.865,1206.53,3582150,0
03/02/1998,1196.742,1205.746,1182.612,1188.306,4843155,0
03/03/1998,1186.52,1201.8,1185.303,1201.789,3561297,0
03/04/1998,1204.945,1214.003,1201.254,1213.253,3595148,0
03/05/1998,1217.851,1219.284,1206.372,1207.541,3223419,0
03/06/1998,1208.749,1208.978,1202.124,1206.452,3085020,0
03/09/1998,1207.959,1208.616,1197.569,1200.834,3091094,0
03/10/1998,1199.625,1205.832,1186.551,1199.832,2980644,0
03/11/1998,1201.262,1210.525,1187.442,1190.037,3655966,0
03/12/1998,1187.538,1188.282,1175.554,1178.97,2504100,0
03/13/1998,1177.817,1184.961,1176.005,1184.961,2331528,0
03/16/1998,1186.186,1188.617,1179.44,1188.482,3018911,0
03/17/1998,1193.668,1202.839,1193.239,1202.835,3733760,0
03/18/1998,1204.103,1204.741,1191.906,1193.909,3622608,0
03/19/1998,1192.397,1195.829,1184.871,1188.715,3359438,0
03/20/1998,1188.595,1192.323,1183.247,1187.501,2789824,0
03/23/1998,1186.561,1186.861,1178.044,1179.869,3610322,0
03/24/1998,1180.093,1194.056,1179.973,1194.017,3519725,0
03/25/1998,1207.616,1209.766,1188.853,1191.553,4125855,0
03/26/1998,1191.001,1193.816,1186.223,1188.865,4520501,0
03/27/1998,1189.409,1223.928,1188.855,1223.565,6828855,0
03/30/1998,1230.944,1249.443,1228.299,1249.435,7296185,0
03/31/1998,1251.343,1252.242,1238.644,1243.016,6091676,0
04/01/1998,1243.373,1255.01,1240.058,1254.965,6222174,0
04/02/1998,1259.593,1285.032,1259.583,1269.015,10312029,0
04/03/1998,1268.569,1286.107,1266.032,1286.084,7910901,0
04/06/1998,1291.614,1306.383,1286.43,1306.378,10207026,0
04/07/1998,1308.556,1310.288,1296.542,1303.14,16278826,0
04/08/1998,1303.408,1322.828,1302.413,1322.793,14139194,0
04/09/1998,1326.444,1328.789,1288.888,1297.225,15117021,0
04/10/1998,1294.617,1311.528,1293.588,1311.514,14626799,0
04/13/1998,1319.945,1326.295,1311.832,1318.748,12145809,0
04/14/1998,1318.274,1320.909,1304.375,1313.721,8553116,0
04/15/1998,1314.165,1324.707,1314.068,1324.707,9554503,0
04/16/1998,1324.037,1326.424,1312.565,1316.246,9441175,0
04/17/1998,1311.544,1311.73,1291.081,1298.107,8786014,0
04/20/1998,1292.162,1302.982,1286.585,1296.005,7377140,0
04/21/1998,1296.772,1307.856,1295.058,1305.223,6563455,0
04/22/1998,1307.832,1333.066,1307.832,1332.182,7902050,0
04/23/1998,1337.489,1340.252,1321.04,1324.559,10653131,0
04/24/1998,1324.455,1331.855,1313.609,1315.167,9704622,0
04/27/1998,1314.35,1318.797,1303.482,1310.378,11064605,0
04/28/1998,1315.346,1333.09,1315.328,1332.99,9589329,0
04/29/1998,1337.894,1341.581,1328.563,1332.499,8270674,0
04/30/1998,1336.01,1343.46,1335.549,1343.448,8858593,0
05/04/1998,1353.056,1355.516,1345.359,1352.926,11036492,0
05/05/1998,1355.045,1356.056,1346.592,1352.52,8019245,0
05/06/1998,1352.723,1355.657,1341.806,1348.412,7638295,0
05/07/1998,1348.888,1352.552,1326.65,1327.873,7958195,0
05/08/1998,1324.742,1357.604,1324.724,1357.595,16861232,0
05/11/1998,1367.242,1368.026,1351.593,1354.606,13421615,0
05/12/1998,1358.958,1360.064,1342.733,1349.649,8679696,0
05/13/1998,1351.18,1369.304,1351.003,1369.262,10200862,0
05/14/1998,1373.171,1376.298,1360.891,1367.127,12367814,0
05/15/1998,1373.427,1379.127,1361.843,1368.087,10216419,0
05/18/1998,1373.67,1376.384,1360.469,1368.183,8261204,0
05/19/1998,1370.675,1372.871,1355.539,1362.292,6231354,0
05/20/1998,1362.694,1365.102,1352.166,1357.431,6720300,0
05/21/1998,1356.959,1367.716,1350.26,1366.656,6761925,0
05/22/1998,1371.365,1379.891,1370.72,1375.817,8001902,0
05/25/1998,1380.126,1389.656,1376.201,1389.366,10706885,0
05/26/1998,1392.75,1394.439,1383.759,1390.416,8752337,0
05/27/1998,1393.738,1399.542,1390.55,1399.542,8827416,0
05/28/1998,1402.853,1405.582,1392.9,1397.895,8308787,0
05/29/1998,1402.675,1411.347,1402.018,1411.206,9508796,0
06/01/1998,1418.354,1420.553,1411.061,1415.575,9839901,0
06/02/1998,1419.221,1419.577,1402.625,1413.08,7950942,0
06/03/1998,1415.019,1421.121,1413.112,1420,8558169,0
06/04/1998,1420.986,1422.979,1402.746,1406.303,7636490,0
06/05/1998,1404.075,1414.362,1390.632,1408.614,7567916,0
06/08/1998,1411.956,1415.18,1401.055,1403.73,6688325,0
06/09/1998,1400.347,1400.347,1357.465,1369.65,7226898,0
06/10/1998,1367.741,1377.834,1359.392,1368.297,5355221,0
06/11/1998,1367.555,1371.152,1346.069,1347.677,4239517,0
06/12/1998,1373.11,1383.466,1365.083,1383.388,5425097,0
06/15/1998,1385.327,1386.985,1359.876,1365.341,5488431,0
06/16/1998,1362.591,1362.593,1323.528,1348.588,5929275,0
06/17/1998,1349.003,1356.662,1344.444,1348.942,5131605,0
06/18/1998,1352.235,1372.12,1352.235,1370.685,5243717,0
06/19/1998,1376.194,1392.878,1376.194,1392.878,5359102,0
06/22/1998,1400.468,1401.511,1392.056,1399.356,6433844,0
06/23/1998,1398.238,1398.706,1385.452,1397.956,6393474,0
06/24/1998,1399.708,1402.138,1390.855,1401.742,6315300,0
06/25/1998,1402.952,1404.049,1377.177,1382.036,5065461,0
06/26/1998,1383.29,1388.554,1376.406,1385.618,10178135,0
06/29/1998,1387.024,1387.192,1356.216,1361.432,6015491,0
06/30/1998,1360.615,1363.59,1335.212,1339.202,3810656,0
07/01/1998,1363.265,1367.147,1315.184,1316.441,5550416,0
07/02/1998,1314.1,1331.652,1296.997,1331.65,4845889,0
07/03/1998,1335.836,1341.73,1327.797,1335.125,5450636,0
07/06/1998,1339.261,1339.678,1313.276,1315.283,4627863,0
07/07/1998,1313.649,1324.405,1307.907,1324.4,3515220,0
07/08/1998,1326.817,1339.16,1326.625,1338.984,3452984,0
07/09/1998,1341.354,1344.431,1336.66,1343.232,3988182,0
07/10/1998,1344.749,1360.642,1344.634,1360.619,5297925,0
07/13/1998,1362.688,1362.997,1352.157,1358.813,4795185,0
07/14/1998,1360.614,1361.186,1334.707,1336.558,5156275,0
07/15/1998,1332.412,1341.642,1326.324,1335.466,4335965,0
07/16/1998,1335.299,1337.641,1317.886,1325.633,4355452,0
07/17/1998,1325.88,1330.816,1311.754,1314.715,5126150,0
07/20/1998,1311.059,1311.153,1278.301,1287.073,4853887,0
07/21/1998,1285.785,1318.934,1284.798,1313.01,4077168,0
07/22/1998,1312.226,1312.365,1295.614,1299.148,3494924,0
07/23/1998,1299.217,1316.285,1299.154,1316.271,4108168,0
07/24/1998,1317.848,1330.492,1317.848,1326.821,4109076,0
07/27/1998,1328.336,1328.727,1314.732,1321.899,3954971,0
07/28/1998,1321.634,1324.274,1313.202,1317.946,3401691,0
07/29/1998,1317.929,1321.264,1308.262,1311.94,3850139,0
07/30/1998,1312.855,1318.021,1309.774,1315.302,9860431,0
07/31/1998,1316.307,1319.358,1312.377,1316.919,4825760,0
08/03/1998,1315.135,1315.47,1299.927,1302.102,4622575,0
08/04/1998,1299.729,1299.729,1283.199,1293.457,4159886,0
08/05/1998,1293.704,1307.481,1293.124,1307.44,5682483,0
08/06/1998,1310.296,1312.604,1292.394,1294.162,6236446,0
08/07/1998,1292.082,1292.311,1267.921,1271.069,5676227,0
08/10/1998,1262.008,1262.032,1227.473,1234.581,4890102,0
08/11/1998,1230.379,1241.781,1206.635,1207.672,3627140,0
08/12/1998,1204.362,1207.725,1158.787,1190.554,5306028,0
08/13/1998,1193.369,1205.855,1185.573,1204.18,4214021,0
08/14/1998,1202.378,1202.378,1165.868,1168.026,4689208,0
08/17/1998,1152.673,1152.673,1068.656,1070.41,5361820,0
08/18/1998,1054.182,1094.379,1043.022,1071.3,5309127,0
08/19/1998,1072.74,1126.081,1072.72,1126.081,7199986,0
08/20/1998,1128.753,1149.957,1113.855,1149.907,6440398,0
08/21/1998,1149.622,1178.738,1141.507,1177.623,7170023,0
08/24/1998,1178.551,1190.881,1166.143,1178.554,7292800,0
08/25/1998,1174.408,1179.105,1159.388,1179.066,6366485,0
08/26/1998,1174.847,1182.334,1159.52,1160.288,6644549,0
08/27/1998,1152.358,1154.693,1142.168,1145.216,4680063,0
08/28/1998,1139.815,1146.512,1125.197,1129.722,4504187,0
08/31/1998,1117.97,1150.229,1072.422,1150.223,5612658,0
09/01/1998,1142.5,1163.171,1123.635,1143.125,5622089,0
09/02/1998,1137.305,1149.269,1129.805,1136.89,4057826,0
09/03/1998,1136.442,1151.009,1136.138,1147.197,3656841,0
09/04/1998,1148.954,1169.469,1148.943,1163.527,5276275,0
09/07/1998,1168.365,1178.377,1163.205,1178.375,4907531,0
09/08/1998,1181.067,1185.097,1166.659,1167.597,6025118,0
09/09/1998,1165.656,1190.737,1162.468,1190.683,6320131,0
09/10/1998,1194.875,1219.795,1194.115,1213.674,10190773,0
09/11/1998,1214.832,1225.144,1206.611,1218.005,8687870,0
09/14/1998,1219.318,1239.769,1214.442,1239.605,12520165,0
09/15/1998,1240.944,1245.424,1228.876,1230.126,10596866,0
09/16/1998,1226.904,1252.202,1225.29,1252.138,9419148,0
09/17/1998,1257.379,1264.398,1226.722,1233.703,11191366,0
09/18/1998,1227.56,1233.403,1199.582,1207.001,8887182,0
09/21/1998,1199.168,1222.379,1193.821,1222.379,6041948,0
09/22/1998,1224.395,1229.618,1214.016,1222.634,5329662,0
09/23/1998,1223.99,1233.792,1222.361,1229.862,5413091,0
09/24/1998,1231.049,1232.278,1196.923,1199.061,7166078,0
09/25/1998,1194.313,1221.578,1192.076,1221.578,5309184,0
09/28/1998,1224.266,1239.801,1217.652,1230.211,6996815,0
09/29/1998,1231.899,1239.108,1226.842,1231.747,5584418,0
09/30/1998,1233.589,1242.943,1233.429,1242.896,5611272,0
10/05/1998,1245.737,1246.603,1231.4,1234.779,4504095,0
10/06/1998,1234.142,1237.844,1214.828,1217.457,5012908,0
10/07/1998,1214.363,1219.103,1207.929,1213.785,5274522,0
10/08/1998,1215.952,1228.731,1215.87,1228.71,4873150,0
10/09/1998,1231.942,1241.05,1229.846,1236.932,6284638,0
10/12/1998,1239.565,1247.244,1227.859,1247.146,7039820,0
10/13/1998,1250.676,1257.35,1239.77,1244.068,7027968,0
10/14/1998,1243.714,1247.661,1234.066,1240.595,5325806,0
10/15/1998,1243.195,1254.84,1241.258,1254.814,6299013,0
10/16/1998,1259.144,1263.713,1249.931,1251.525,7013483,0
10/19/1998,1255.051,1256.756,1240.449,1246.236,5713474,0
10/20/1998,1248.235,1251.433,1238.304,1243.645,5451338,0
